iter	Passed	Remaining
642	1057	587
643	1058	585
644	1060	583
645	1062	582
646	1063	580
647	1065	578
648	1066	577
649	1069	575
650	1070	573
651	1071	572
652	1073	570
653	1074	568
654	1076	567
655	1078	565
656	1079	563
657	1080	561
658	1081	559
659	1083	558
660	1084	556
661	1086	554
662	1087	552
663	1093	553
664	1095	551
665	1096	549
666	1100	549
667	1101	547
668	1103	546
669	1106	545
670	1108	543
671	1109	541
672	1110	539
673	1112	538
674	1113	536
675	1115	534
676	1116	532
677	1117	530
678	1120	529
679	1121	527
680	1123	526
681	1124	524
682	1126	523
683	1129	521
684	1130	520
685	1137	520
686	1138	518
687	1141	517
688	1144	516
689	1145	514
690	1147	513
691	1151	512
692	1153	511
693	1155	509
694	1157	507
695	1158	506
696	1159	504
697	1161	502
698	1162	500
699	1164	498
700	1165	497
701	1166	495
702	1168	493
703	1169	491
704	1170	489
705	1172	488
706	1173	486
707	1174	484
708	1176	482
709	1177	480
710	1178	479
711	1180	477
712	1181	475
713	1183	473
714	1184	472
715	1185	470
716	1187	468
717	1189	467
718	1190	465
719	1192	463
720	1193	462
721	1195	460
722	1196	458
723	1198	456
724	1199	454
725	1201	453
726	1203	451
727	1204	450
728	1205	448
729	1207	446
730	1208	444
731	1210	443
732	1211	441
733	1212	439
734	1214	437
735	1216	436
736	1218	434
737	1219	432
738	1220	431
739	1222	429
740	1224	428
741	1226	426
742	1227	424
743	1229	423
744	1232	421
745	1233	420
746	1235	418
747	1236	416
748	1238	415
749	1239	413
750	1241	411
751	1242	409
752	1243	407
753	1245	406
754	1246	404
755	1247	402
756	1249	400
757	1250	399
758	1252	397
759	1253	395
760	1255	394
761	1256	392
762	1258	390
763	1260	389
764	1261	387
765	1263	385
766	1265	384
767	1267	382
768	1269	381
769	1270	379
770	1271	377
771	1273	376
772	1275	374
773	1277	372
774	1278	371
775	1280	369
776	1282	368
777	1284	366
778	1285	364
779	1287	363
780	1288	361
781	1290	359
782	1291	357
783	1292	356
784	1294	354
785	1296	352
786	1298	351
787	1299	349
788	1301	347
789	1303	346
790	1304	344
791	1306	343
792	1308	341
793	1310	339
794	1311	338
795	1313	336
796	1314	334
797	1316	333
798	1318	331
799	1320	330
800	1321	328
801	1323	326
802	1324	325
803	1326	323
804	1327	321
805	1328	319
806	1330	318
807	1331	316
808	1333	314
809	1334	312
810	1335	311
811	1336	309
812	1337	307
813	1339	305
814	1340	304
815	1341	302
816	1342	300
817	1343	298
818	1344	297
819	1346	295
820	1347	293
821	1349	292
822	1350	290
823	1351	288
824	1352	286
825	1353	285
826	1354	283
827	1356	281
828	1357	279
829	1358	278
830	1359	276
831	1361	274
832	1362	273
833	1363	271
834	1364	269
835	1365	267
836	1367	266
837	1368	264
838	1370	262
839	1371	261
840	1372	259
841	1374	257
842	1375	256
843	1377	254
844	1378	252
845	1379	251
846	1380	249
847	1381	247
848	1383	246
849	1384	244
850	1385	242
851	1386	240
852	1387	239
853	1389	237
854	1390	235
855	1391	234
856	1392	232
857	1393	230
858	1394	228
859	1396	227
860	1397	225
861	1398	223
862	1400	222
863	1401	220
864	1402	218
865	1404	217
866	1405	215
867	1406	213
868	1407	212
869	1409	210
870	1410	208
871	1411	207
872	1412	205
873	1413	203
874	1415	202
875	1416	200
876	1417	198
877	1418	197
878	1420	195
879	1421	193
880	1422	192
881	1423	190
882	1424	188
883	1426	187
884	1427	185
885	1428	183
886	1429	182
887	1431	180
888	1432	178
889	1433	177
890	1435	175
891	1436	173
892	1437	172
893	1439	170
894	1440	168
895	1441	167
896	1443	165
897	1444	164
898	1445	162
899	1446	160
900	1448	159
901	1449	157
902	1451	155
903	1452	154
904	1453	152
905	1454	150
906	1456	149
907	1457	147
908	1459	146
909	1460	144
910	1462	142
911	1464	141
912	1465	139
913	1467	138
914	1468	136
915	1469	134
916	1470	133
917	1471	131
918	1472	129
919	1473	128
920	1474	126
921	1476	124
922	1477	123
923	1478	121
924	1479	119
925	1480	118
926	1481	116
927	1483	115
928	1484	113
929	1485	111
930	1486	110
931	1487	108
932	1488	106
933	1490	105
934	1491	103
935	1492	102
936	1494	100
937	1495	98
938	1497	97
939	1498	95
940	1500	94
941	1501	92
942	1502	90
943	1503	89
944	1504	87
945	1506	85
946	1507	84
947	1509	82
948	1510	81
949	1511	79
950	1512	77
951	1513	76
952	1514	74
953	1516	73
954	1517	71
955	1518	69
956	1519	68
957	1520	66
958	1522	65
959	1523	63
960	1524	61
961	1525	60
962	1527	58
963	1528	57
964	1529	55
965	1531	53
966	1532	52
967	1533	50
968	1535	49
969	1536	47
970	1537	45
971	1539	44
972	1540	42
973	1541	41
974	1542	39
975	1544	37
976	1545	36
977	1547	34
978	1548	33
979	1549	31
980	1551	30
981	1552	28
982	1554	26
983	1555	25
984	1556	23
985	1558	22
986	1559	20
987	1561	18
988	1562	17
989	1564	15
990	1565	14
991	1566	12
992	1568	11
993	1569	9
994	1570	7
995	1571	6
996	1572	4
997	1574	3
998	1575	1
999	1576	0
